timestamp,1_temperature,1_precipitation,2_temperature,2_precipitation,3_temperature,3_precipitation,4_temperature,4_precipitation,5_temperature,5_precipitation,6_temperature,6_precipitation,7_temperature,7_precipitation,8_temperature,8_precipitation,9_temperature,9_precipitation,10_temperature,10_precipitation,11_temperature,11_precipitation,12_temperature,12_precipitation,13_temperature,13_precipitation,14_temperature,14_precipitation,15_temperature,15_precipitation,16_temperature,16_precipitation,17_temperature,17_precipitation,18_temperature,18_precipitation,19_temperature,19_precipitation,20_temperature,20_precipitation,21_temperature,21_precipitation,22_temperature,22_precipitation,23_temperature,23_precipitation,24_temperature,24_precipitation,25_temperature,25_precipitation,26_temperature,26_precipitation,27_temperature,27_precipitation,28_temperature,28_precipitation,29_temperature,29_precipitation,30_temperature,30_precipitation,31_temperature,31_precipitation,32_temperature,32_precipitation,33_temperature,33_precipitation,34_temperature,34_precipitation,35_temperature,35_precipitation,36_temperature,36_precipitation,37_temperature,37_precipitation,38_temperature,38_precipitation,39_temperature,39_precipitation,40_temperature,40_precipitation,41_temperature,41_precipitation,42_temperature,42_precipitation,43_temperature,43_precipitation,44_temperature,44_precipitation,45_temperature,45_precipitation,46_temperature,46_precipitation,47_temperature,47_precipitation,48_temperature,48_precipitation,49_temperature,49_precipitation,50_temperature,50_precipitation,51_temperature,51_precipitation,52_temperature,52_precipitation,53_temperature,53_precipitation,54_temperature,54_precipitation,55_temperature,55_precipitation,56_temperature,56_precipitation,57_temperature,57_precipitation,58_temperature,58_precipitation,59_temperature,59_precipitation,60_temperature,60_precipitation,61_temperature,61_precipitation,62_temperature,62_precipitation,63_temperature,63_precipitation,64_temperature,64_precipitation,65_temperature,65_precipitation,66_temperature,66_precipitation,67_temperature,67_precipitation,68_temperature,68_precipitation,69_temperature,69_precipitation,70_temperature,70_precipitation,71_temperature,71_precipitation,72_temperature,72_precipitation,73_temperature,73_precipitation,74_temperature,74_precipitation,75_temperature,75_precipitation,76_temperature,76_precipitation,77_temperature,77_precipitation
2024-04-23 08:00:00+00:00,10.238999,1.5,10.2325,1.5,10.6805,0.5,10.2195,1.5,10.6805,0.5,10.6545,0.5,10.6414995,0.5,10.6675,0.5,10.1154995,1.5,10.109,1.5,10.187,1.5,10.1805,1.5,10.212999,1.5,10.212999,0.8,10.174,0.8,10.212999,0.8,10.148,0.8,10.135,0.8,10.174,0.8,10.212999,0.8,10.2325,0.8,10.6675,0.5,10.212999,0.8,10.661,0.5,10.587001,0.8,10.613,0.8,10.5785,0.6,10.624,0.6,10.639,0.8,10.643499,0.6,10.6565,0.6,10.3965,0.6,10.637,0.6,10.6305,0.6,10.637,0.6,11.3175,0.0,11.35,0.0,11.3435,0.0,11.3175,0.0,11.324,0.0,11.337001,0.0,11.3435,0.0,11.3435,0.0,11.487,0.0,11.4805,0.0,11.487,0.0,11.5065,0.0,11.487,0.0,11.4935,0.0,11.4935,0.0,11.5065,0.0,11.487,0.0,11.374,0.1,11.452,0.1,11.330501,0.0,11.188999,0.4,11.195499,0.4,11.330501,0.0,10.637,0.6,10.624,0.6,11.356501,0.0,11.176,0.4,11.330501,0.0,11.15,0.4,11.1565,0.4,11.324,0.0,11.330501,0.0,11.3435,0.0,11.356501,0.0,11.461,0.0,11.4805,0.0,11.344,0.0,11.474,0.0,11.4415,0.0,11.435,0.0,10.438999,1.3,10.2195,1.5
2024-04-23 09:00:00+00:00,11.039,0.0,11.0325,0.0,11.330501,0.0,11.0195,0.0,11.330501,0.0,11.304501,0.0,11.2915,0.0,11.3175,0.0,10.9155,0.0,10.909,0.0,10.987,0.0,10.9805,0.0,11.013,0.0,11.313,0.0,11.274,0.0,11.313,0.0,11.248,0.0,11.235001,0.0,11.274,0.0,11.313,0.0,11.3325,0.0,11.3175,0.0,11.313,0.0,11.311001,0.0,11.637,0.0,11.662999,0.0,11.3785,0.2,11.424,0.2,11.688999,0.0,11.4435,0.2,11.4565,0.2,11.1965,0.2,11.437,0.2,11.4305,0.2,11.437,0.2,12.117499,0.5,12.15,0.5,12.143499,0.5,12.117499,0.5,12.124,0.5,12.137,0.5,12.143499,0.5,12.143499,0.5,12.237,0.0,11.7805,0.0,11.787001,0.0,12.2565,0.0,11.787001,0.0,12.2435,0.0,12.2435,0.0,11.8065,0.0,11.787001,0.0,12.074,0.0,12.152,0.0,11.580501,0.0,12.039,0.0,12.0455,0.0,12.1305,0.5,11.437,0.2,11.424,0.2,12.1565,0.5,12.026,0.0,12.1305,0.5,12.0,0.0,12.0065,0.0,12.124,0.5,12.1305,0.5,12.143499,0.5,12.1565,0.5,12.211,0.0,12.2305,0.0,12.094,0.0,12.224,0.0,12.1915,0.0,12.185,0.0,10.789,0.0,11.0195,0.0
2024-04-23 10:00:00+00:00,11.139,0.0,11.132501,0.0,11.2305,0.0,11.1195,0.0,11.2305,0.0,11.2045,0.0,11.1915,0.0,11.2175,0.0,11.0155,0.0,11.009001,0.0,11.087001,0.0,11.080501,0.0,11.113,0.0,11.212999,0.0,11.174,0.0,11.212999,0.0,11.148,0.0,11.135,0.0,11.174,0.0,11.212999,0.0,11.2325,0.0,11.2175,0.0,11.212999,0.0,11.211,0.0,11.287001,0.0,11.313,0.0,10.9785,0.0,11.024,0.0,11.339,0.0,11.0435,0.0,11.0565,0.0,10.7965,0.0,11.037001,0.0,11.0305,0.0,11.037001,0.0,11.5675,0.0,11.6,0.0,11.5935,0.0,11.5675,0.0,11.574,0.0,11.587001,0.0,11.5935,0.0,11.5935,0.0,11.687,0.0,11.580501,0.0,11.587001,0.0,11.7065,0.0,11.587001,0.0,11.6935,0.0,11.6935,0.0,11.606501,0.0,11.587001,0.0,11.574,0.0,11.652,0.0,11.4305,0.0,11.438999,0.0,11.445499,0.0,11.580501,0.0,11.037001,0.0,11.024,0.0,11.606501,0.0,11.426,0.0,11.580501,0.0,11.4,0.0,11.4065,0.0,11.574,0.0,11.580501,0.0,11.5935,0.0,11.606501,0.0,11.661,0.0,11.6805,0.0,11.544,0.0,11.674,0.0,11.6414995,0.0,11.635,0.0,10.789,0.0,11.1195,0.0
2024-04-23 11:00:00+00:00,11.289,0.0,11.2825,0.0,11.2305,0.0,11.2695,0.0,11.2305,0.0,11.2045,0.0,11.1915,0.0,11.2175,0.0,11.1655,0.0,11.159,0.0,11.237,0.0,11.2305,0.0,11.263,0.0,11.363,0.0,11.324,0.0,11.363,0.0,11.298,0.0,11.285001,0.0,11.324,0.0,11.363,0.0,11.382501,0.0,11.2175,0.0,11.363,0.0,11.211,0.0,11.337001,0.0,11.363,0.0,10.9785,0.0,11.024,0.0,11.389,0.0,11.0435,0.0,11.0565,0.0,10.7965,0.0,11.037001,0.0,11.0305,0.0,11.037001,0.0,11.5175,0.0,11.55,0.0,11.5435,0.0,11.5175,0.0,11.524,0.0,11.537001,0.0,11.5435,0.0,11.5435,0.0,11.637,0.0,11.580501,0.0,11.587001,0.0,11.6565,0.0,11.587001,0.0,11.643499,0.0,11.643499,0.0,11.606501,0.0,11.587001,0.0,11.524,0.0,11.602,0.0,11.4805,0.0,11.438999,0.0,11.445499,0.0,11.5305,0.0,11.037001,0.0,11.024,0.0,11.5565,0.0,11.426,0.0,11.5305,0.0,11.4,0.0,11.4065,0.0,11.524,0.0,11.5305,0.0,11.5435,0.0,11.5565,0.0,11.611,0.0,11.6305,0.0,11.4939995,0.0,11.624,0.0,11.591499,0.0,11.585,0.0,10.988999,0.0,11.2695,0.0
2024-04-23 12:00:00+00:00,11.539,0.0,11.5325,0.0,11.4305,0.0,11.5195,0.0,11.4305,0.0,11.4045,0.0,11.3914995,0.0,11.4175,0.0,11.4155,0.0,11.409,0.0,11.487,0.0,11.4805,0.0,11.513,0.0,11.563,0.0,11.524,0.0,11.563,0.0,11.498,0.0,11.485001,0.0,11.524,0.0,11.563,0.0,11.5825,0.0,11.4175,0.0,11.563,0.0,11.411,0.0,11.537001,0.0,11.563,0.0,11.3285,0.0,11.374,0.0,11.589,0.0,11.393499,0.0,11.4065,0.0,11.1465,0.0,11.387,0.0,11.3805,0.0,11.387,0.0,11.8175,0.0,11.85,0.0,11.8435,0.0,11.8175,0.0,11.824,0.0,11.837001,0.0,11.8435,0.0,11.8435,0.0,11.837001,0.0,11.830501,0.0,11.837001,0.0,11.856501,0.0,11.837001,0.0,11.8435,0.0,11.8435,0.0,11.856501,0.0,11.837001,0.0,11.774,0.0,11.852,0.0,11.7805,0.0,11.639,0.0,11.6455,0.0,11.830501,0.0,11.387,0.0,11.374,0.0,11.856501,0.0,11.626,0.0,11.830501,0.0,11.6,0.0,11.606501,0.0,11.824,0.0,11.830501,0.0,11.8435,0.0,11.856501,0.0,11.811001,0.0,11.830501,0.0,11.694,0.0,11.824,0.0,11.7915,0.0,11.785001,0.0,11.238999,0.0,11.5195,0.0
2024-04-23 13:00:00+00:00,13.839,0.0,13.8325,0.0,13.7305,0.0,13.8195,0.0,13.7305,0.0,13.7045,0.0,13.6915,0.0,13.7175,0.0,13.7155,0.0,13.709001,0.0,13.787001,0.0,13.7805,0.0,13.813,0.0,14.013,0.0,13.974,0.0,14.013,0.0,13.948,0.0,13.935,0.0,13.974,0.0,14.013,0.0,14.0325,0.0,13.7175,0.0,14.013,0.0,13.711,0.0,13.987,0.0,14.013,0.0,13.778501,0.0,13.824,0.0,14.039,0.0,13.8435,0.0,13.856501,0.0,13.5965,0.0,13.837001,0.0,13.830501,0.0,13.837001,0.0,14.117499,0.0,14.15,0.0,14.143499,0.0,14.117499,0.0,14.124,0.0,14.137,0.0,14.143499,0.0,14.143499,0.0,13.987,0.0,13.6305,0.4,13.637,0.4,14.0065,0.0,13.637,0.4,13.9935,0.0,13.9935,0.0,13.6565,0.4,13.637,0.4,13.974,0.0,14.052,0.0,13.9305,0.0,13.988999,0.0,13.9955,0.0,14.1305,0.0,13.837001,0.0,13.824,0.0,14.1565,0.0,13.976,0.0,14.1305,0.0,13.95,0.0,13.9565,0.0,14.124,0.0,14.1305,0.0,14.143499,0.0,14.1565,0.0,13.961,0.0,13.9805,0.0,13.844,0.0,13.974,0.0,13.9415,0.0,13.935,0.0,13.589,0.0,13.8195,0.0
2024-04-23 14:00:00+00:00,14.488999,0.0,14.4825,0.0,14.080501,0.0,14.4695,0.0,14.080501,0.0,14.054501,0.0,14.0415,0.0,14.0675,0.0,14.3654995,0.0,14.359,0.0,14.437,0.0,14.4305,0.0,14.462999,0.0,14.412999,0.0,14.374,0.0,14.412999,0.0,14.348,0.0,14.335,0.0,14.374,0.0,14.412999,0.0,14.4325,0.0,14.0675,0.0,14.412999,0.0,14.061001,0.0,14.137,0.0,14.162999,0.0,13.9785,0.0,14.024,0.0,14.188999,0.0,14.0435,0.0,14.0565,0.0,13.7965,0.0,14.037001,0.0,14.0305,0.0,14.037001,0.0,14.1675,0.0,14.2,0.0,14.1935,0.0,14.1675,0.0,14.174,0.0,14.187,0.0,14.1935,0.0,14.1935,0.0,13.737,0.0,13.4305,0.0,13.437,0.0,13.7565,0.0,13.437,0.0,13.7435,0.0,13.7435,0.0,13.4565,0.0,13.437,0.0,13.324,0.0,13.402,0.0,13.2305,0.0,13.938999,0.0,13.945499,0.0,14.1805,0.0,14.037001,0.0,14.024,0.0,14.2065,0.0,13.926,0.0,14.1805,0.0,13.9,0.0,13.9065,0.0,14.174,0.0,14.1805,0.0,14.1935,0.0,14.2065,0.0,13.711,0.0,13.7305,0.0,13.594,0.0,13.724,0.0,13.6915,0.0,13.685,0.0,14.238999,0.0,14.4695,0.0
2024-04-23 15:00:00+00:00,14.339,0.0,14.3325,0.0,13.5305,0.0,14.3195,0.0,13.5305,0.0,13.5045,0.0,13.4915,0.0,13.5175,0.0,14.2155,0.0,14.209001,0.0,14.287001,0.0,14.2805,0.0,14.313,0.0,13.912999,0.0,13.874,0.0,13.912999,0.0,13.848,0.0,13.835,0.0,13.874,0.0,13.912999,0.0,13.9325,0.0,13.5175,0.0,13.912999,0.0,13.511001,0.0,13.337001,0.0,13.363,0.0,13.1285,0.0,13.174,0.0,13.389,0.0,13.1935,0.0,13.2065,0.0,12.9465,0.0,13.187,0.0,13.1805,0.0,13.187,0.0,13.0175,0.0,13.05,0.0,13.0435,0.0,13.0175,0.0,13.024,0.0,13.037001,0.0,13.0435,0.0,13.0435,0.0,12.637,0.0,12.3805,0.0,12.387,0.0,12.6565,0.0,12.387,0.0,12.643499,0.0,12.643499,0.0,12.4065,0.0,12.387,0.0,12.424,0.0,12.502,0.0,12.3805,0.0,12.938999,0.0,12.945499,0.0,13.0305,0.0,13.187,0.0,13.174,0.0,13.0565,0.0,12.926,0.0,13.0305,0.0,12.9,0.0,12.9065,0.0,13.024,0.0,13.0305,0.0,13.0435,0.0,13.0565,0.0,12.611,0.0,12.6305,0.0,12.4939995,0.0,12.624,0.0,12.591499,0.0,12.585,0.0,14.238999,0.0,14.3195,0.0
2024-04-23 16:00:00+00:00,14.039,0.0,14.0325,0.0,13.1305,0.0,14.0195,0.0,13.1305,0.0,13.1045,0.0,13.091499,0.0,13.117499,0.0,13.9155,0.0,13.909,0.0,13.987,0.0,13.9805,0.0,14.013,0.0,13.712999,0.0,13.674,0.0,13.712999,0.0,13.648,0.0,13.635,0.0,13.674,0.0,13.712999,0.0,13.7325,0.0,13.117499,0.0,13.712999,0.0,13.111,0.0,13.387,0.0,13.412999,0.0,13.028501,0.0,13.074,0.0,13.438999,0.0,13.0935,0.0,13.106501,0.0,12.8465,0.0,13.087001,0.0,13.080501,0.0,13.087001,0.0,13.1675,0.0,13.2,0.0,13.1935,0.0,13.1675,0.0,13.174,0.0,13.187,0.0,13.1935,0.0,13.1935,0.0,12.887,0.0,12.580501,0.0,12.587001,0.0,12.9065,0.0,12.587001,0.0,12.893499,0.0,12.893499,0.0,12.606501,0.0,12.587001,0.0,12.824,0.0,12.902,0.0,12.7805,0.0,13.139,0.0,13.1455,0.0,13.1805,0.0,13.087001,0.0,13.074,0.0,13.2065,0.0,13.126,0.0,13.1805,0.0,13.1,0.0,13.106501,0.0,13.174,0.0,13.1805,0.0,13.1935,0.0,13.2065,0.0,12.861,0.0,12.8805,0.0,12.7439995,0.0,12.874,0.0,12.841499,0.0,12.835,0.0,14.089,0.0,14.0195,0.0
2024-04-23 17:00:00+00:00,14.938999,0.0,14.9325,0.0,13.6305,0.0,14.919499,0.0,13.6305,0.0,13.6045,0.0,13.591499,0.0,13.617499,0.0,14.815499,0.0,14.809,0.0,14.887,0.0,14.8805,0.0,14.912999,0.0,14.613,0.0,14.574,0.0,14.613,0.0,14.548,0.0,14.535001,0.0,14.574,0.0,14.613,0.0,14.632501,0.0,13.617499,0.0,14.613,0.0,13.611,0.0,14.137,0.0,14.162999,0.0,13.4285,0.0,13.474,0.0,14.188999,0.0,13.4935,0.0,13.5065,0.0,13.2465,0.0,13.487,0.0,13.4805,0.0,13.487,0.0,13.5175,0.0,13.55,0.0,13.5435,0.0,13.5175,0.0,13.524,0.0,13.537001,0.0,13.5435,0.0,13.5435,0.0,13.187,0.1,12.7305,0.1,12.737,0.1,13.2065,0.1,12.737,0.1,13.1935,0.1,13.1935,0.1,12.7565,0.1,12.737,0.1,13.074,0.1,13.152,0.1,12.9305,0.1,13.738999,0.0,13.7455,0.0,13.5305,0.0,13.487,0.0,13.474,0.0,13.5565,0.0,13.726,0.0,13.5305,0.0,13.7,0.0,13.7065,0.0,13.524,0.0,13.5305,0.0,13.5435,0.0,13.5565,0.0,13.161,0.1,13.1805,0.1,13.044,0.1,13.174,0.1,13.1414995,0.1,13.135,0.1,15.238999,0.0,14.919499,0.0
2024-04-23 18:00:00+00:00,16.739,0.0,16.7325,0.0,15.3805,0.0,16.719501,0.0,15.3805,0.0,15.3545,0.0,15.341499,0.0,15.367499,0.0,16.615501,0.0,16.609001,0.0,16.687,0.0,16.6805,0.0,16.713001,0.0,16.463001,0.0,16.424002,0.0,16.463001,0.0,16.398,0.0,16.385,0.0,16.424002,0.0,16.463001,0.0,16.4825,0.0,15.367499,0.0,16.463001,0.0,15.361,0.0,15.937,0.0,15.962999,0.0,15.0785,0.0,15.124,0.0,15.988999,0.0,15.143499,0.0,15.1565,0.0,14.8965,0.0,15.137,0.0,15.1305,0.0,15.137,0.0,15.0175,0.0,15.05,0.0,15.0435,0.0,15.0175,0.0,15.024,0.0,15.037001,0.0,15.0435,0.0,15.0435,0.0,14.337001,0.0,13.4305,0.0,13.437,0.0,14.356501,0.0,13.437,0.0,14.3435,0.0,14.3435,0.0,13.4565,0.0,13.437,0.0,13.874,0.0,13.952,0.0,13.3805,0.0,15.438999,0.0,15.445499,0.0,15.0305,0.0,15.137,0.0,15.124,0.0,15.0565,0.0,15.426,0.0,15.0305,0.0,15.4,0.0,15.4065,0.0,15.024,0.0,15.0305,0.0,15.0435,0.0,15.0565,0.0,14.311001,0.0,14.330501,0.0,14.194,0.0,14.324,0.0,14.2915,0.0,14.285001,0.0,16.838999,0.0,16.719501,0.0
2024-04-23 19:00:00+00:00,17.289,0.0,17.2825,0.0,16.1805,0.0,17.2695,0.0,16.1805,0.0,16.154501,0.0,16.1415,0.0,16.167501,0.0,17.1655,0.0,17.159,0.0,17.237,0.0,17.2305,0.0,17.263,0.0,16.813,0.0,16.774,0.0,16.813,0.0,16.748,0.0,16.734999,0.0,16.774,0.0,16.813,0.0,16.832499,0.0,16.167501,0.0,16.813,0.0,16.161001,0.0,16.036999,0.0,16.063,0.0,15.6285,0.0,15.674,0.0,16.088999,0.0,15.6935,0.0,15.7065,0.0,15.4465,0.0,15.687,0.0,15.6805,0.0,15.687,0.0,15.4175,0.0,15.45,0.0,15.4435,0.0,15.4175,0.0,15.424,0.0,15.437,0.0,15.4435,0.0,15.4435,0.0,14.637,0.0,14.080501,0.0,14.087001,0.0,14.6565,0.0,14.087001,0.0,14.643499,0.0,14.643499,0.0,14.106501,0.0,14.087001,0.0,13.974,0.0,14.052,0.0,13.7305,0.0,15.339,0.0,15.3455,0.0,15.4305,0.0,15.687,0.0,15.674,0.0,15.4565,0.0,15.326,0.0,15.4305,0.0,15.3,0.0,15.3065,0.0,15.424,0.0,15.4305,0.0,15.4435,0.0,15.4565,0.0,14.611,0.0,14.6305,0.0,14.4939995,0.0,14.624,0.0,14.591499,0.0,14.585,0.0,17.039,0.0,17.2695,0.0
2024-04-23 20:00:00+00:00,17.739,0.0,17.7325,0.0,16.4305,0.0,17.719501,0.0,16.4305,0.0,16.404501,0.0,16.3915,0.0,16.417501,0.0,17.615501,0.0,17.609001,0.0,17.687,0.0,17.6805,0.0,17.713001,0.0,17.313,0.0,17.274,0.0,17.313,0.0,17.248,0.0,17.234999,0.0,17.274,0.0,17.313,0.0,17.332499,0.0,16.417501,0.0,17.313,0.0,16.411001,0.0,16.887,0.0,16.913,0.0,16.3785,0.0,16.424002,0.0,16.939,0.0,16.4435,0.0,16.456501,0.0,16.1965,0.0,16.437,0.0,16.4305,0.0,16.437,0.0,16.7675,0.0,16.8,0.0,16.793499,0.0,16.7675,0.0,16.774,0.0,16.786999,0.0,16.793499,0.0,16.793499,0.0,16.337,0.0,15.5305,0.0,15.537001,0.0,16.3565,0.0,15.537001,0.0,16.3435,0.0,16.3435,0.0,15.5565,0.0,15.537001,0.0,15.724,0.0,15.802,0.0,15.330501,0.0,16.639,0.0,16.6455,0.0,16.780499,0.0,16.437,0.0,16.424002,0.0,16.8065,0.0,16.626,0.0,16.780499,0.0,16.6,0.0,16.6065,0.0,16.774,0.0,16.780499,0.0,16.793499,0.0,16.8065,0.0,16.311,0.0,16.3305,0.0,16.194,0.0,16.324001,0.0,16.2915,0.0,16.285,0.0,17.539,0.0,17.719501,0.0
2024-04-23 21:00:00+00:00,17.088999,0.3,17.082499,0.3,14.830501,0.0,17.0695,0.3,14.830501,0.0,14.804501,0.0,14.7915,0.0,14.8175,0.0,16.9655,0.3,16.959,0.3,17.036999,0.3,17.030499,0.3,17.063,0.3,15.813,0.1,15.774,0.1,15.813,0.1,15.748,0.1,15.735001,0.1,15.774,0.1,15.813,0.1,15.8325,0.1,14.8175,0.0,15.813,0.1,14.811001,0.0,14.837001,0.7,14.863,0.7,14.4285,0.0,14.474,0.0,14.889,0.7,14.4935,0.0,14.5065,0.0,14.2465,0.0,14.487,0.0,14.4805,0.0,14.487,0.0,14.7675,0.0,14.8,0.0,14.7935,0.0,14.7675,0.0,14.774,0.0,14.787001,0.0,14.7935,0.0,14.7935,0.0,14.837001,0.0,14.3805,0.0,14.387,0.0,14.856501,0.0,14.387,0.0,14.8435,0.0,14.8435,0.0,14.4065,0.0,14.387,0.0,14.874,0.0,14.952,0.0,14.6805,0.0,14.688999,0.0,14.695499,0.0,14.7805,0.0,14.487,0.0,14.474,0.0,14.8065,0.0,14.676,0.0,14.7805,0.0,14.65,0.0,14.6565,0.0,14.774,0.0,14.7805,0.0,14.7935,0.0,14.8065,0.0,14.811001,0.0,14.830501,0.0,14.694,0.0,14.824,0.0,14.7915,0.0,14.785001,0.0,18.088999,0.0,17.0695,0.3
2024-04-23 22:00:00+00:00,17.489,0.5,17.4825,0.5,15.7805,0.0,17.469501,0.5,15.7805,0.0,15.7545,0.0,15.7415,0.0,15.7675,0.0,17.365501,0.5,17.359001,0.5,17.437,0.5,17.4305,0.5,17.463001,0.5,16.913,0.3,16.874,0.3,16.913,0.3,16.848,0.3,16.835,0.3,16.874,0.3,16.913,0.3,16.932499,0.3,15.7675,0.0,16.913,0.3,15.761001,0.0,16.437,0.1,16.463001,0.1,16.078499,0.0,16.124,0.0,16.489,0.1,16.1435,0.0,16.1565,0.0,15.8965,0.0,16.137,0.0,16.130499,0.0,16.137,0.0,16.667501,0.0,16.7,0.0,16.6935,0.0,16.667501,0.0,16.674002,0.0,16.687,0.0,16.6935,0.0,16.6935,0.0,16.637,0.1,16.2305,0.0,16.237,0.0,16.6565,0.1,16.237,0.0,16.6435,0.1,16.6435,0.1,16.2565,0.0,16.237,0.0,16.724,0.0,16.802,0.0,16.530499,0.0,16.439,0.1,16.4455,0.1,16.6805,0.0,16.137,0.0,16.124,0.0,16.706501,0.0,16.425999,0.1,16.6805,0.0,16.4,0.1,16.4065,0.1,16.674002,0.0,16.6805,0.0,16.6935,0.0,16.706501,0.0,16.611,0.1,16.630499,0.1,16.494,0.1,16.624,0.1,16.5915,0.1,16.585,0.1,18.289,0.0,17.469501,0.5
2024-04-23 23:00:00+00:00,17.489,0.0,17.4825,0.0,17.030499,0.1,17.469501,0.0,17.030499,0.1,17.0045,0.1,16.991499,0.1,17.0175,0.1,17.365501,0.0,17.359001,0.0,17.437,0.0,17.4305,0.0,17.463001,0.0,17.513,0.1,17.474,0.1,17.513,0.1,17.448,0.1,17.435,0.1,17.474,0.1,17.513,0.1,17.5325,0.1,17.0175,0.1,17.513,0.1,17.011,0.1,16.887,0.4,16.913,0.4,16.828499,0.1,16.874,0.1,16.939,0.4,16.8935,0.1,16.9065,0.1,16.6465,0.1,16.887,0.1,16.880499,0.1,16.887,0.1,16.317501,0.1,16.35,0.1,16.3435,0.1,16.317501,0.1,16.324001,0.1,16.337,0.1,16.3435,0.1,16.3435,0.1,14.837001,0.6,13.2305,0.3,13.237,0.3,14.856501,0.6,13.237,0.3,14.8435,0.6,14.8435,0.6,13.2565,0.3,13.237,0.3,13.374,2.2,13.452,2.2,12.580501,1.6,16.439,0.2,16.4455,0.2,16.3305,0.1,16.887,0.1,16.874,0.1,16.3565,0.1,16.425999,0.2,16.3305,0.1,16.4,0.2,16.4065,0.2,16.324001,0.1,16.3305,0.1,16.3435,0.1,16.3565,0.1,14.811001,0.6,14.830501,0.6,14.694,0.6,14.824,0.6,14.7915,0.6,14.785001,0.6,17.289,0.1,17.469501,0.0
2024-04-24 00:00:00+00:00,15.089,0.0,15.0825,0.0,15.1805,0.0,15.0695,0.0,15.1805,0.0,15.1545,0.0,15.1414995,0.0,15.1675,0.0,14.9655,0.0,14.959001,0.0,15.037001,0.0,15.0305,0.0,15.063,0.0,15.363,0.0,15.324,0.0,15.363,0.0,15.298,0.0,15.285001,0.0,15.324,0.0,15.363,0.0,15.382501,0.0,15.1675,0.0,15.363,0.0,15.161,0.0,15.387,0.1,15.412999,0.1,15.278501,0.0,15.324,0.0,15.438999,0.1,15.3435,0.0,15.356501,0.0,15.0965,0.0,15.337001,0.0,15.330501,0.0,15.337001,0.0,15.1675,0.2,15.2,0.2,15.1935,0.2,15.1675,0.2,15.174,0.2,15.187,0.2,15.1935,0.2,15.1935,0.2,14.337001,0.2,13.1305,0.1,13.137,0.1,14.356501,0.2,13.137,0.1,14.3435,0.2,14.3435,0.2,13.1565,0.1,13.137,0.1,13.674,0.0,13.752,0.0,12.830501,0.1,15.339,0.1,15.3455,0.1,15.1805,0.2,15.337001,0.0,15.324,0.0,15.2065,0.2,15.326,0.1,15.1805,0.2,15.3,0.1,15.3065,0.1,15.174,0.2,15.1805,0.2,15.1935,0.2,15.2065,0.2,14.311001,0.2,14.330501,0.2,14.194,0.2,14.324,0.2,14.2915,0.2,14.285001,0.2,15.039,0.0,15.0695,0.0
2024-04-24 01:00:00+00:00,13.188999,0.6,13.1825,0.6,13.0305,0.6,13.169499,0.6,13.0305,0.6,13.0045,0.6,12.9915,0.6,13.0175,0.6,13.065499,0.6,13.059,0.6,13.137,0.6,13.1305,0.6,13.162999,0.6,13.313,1.3,13.274,1.3,13.313,1.3,13.248,1.3,13.235001,1.3,13.274,1.3,13.313,1.3,13.3325,1.3,13.0175,0.6,13.313,1.3,13.011001,0.6,13.537001,0.5,13.563,0.5,13.2285,0.6,13.274,0.6,13.589,0.5,13.2935,0.6,13.3065,0.6,13.0465,0.6,13.287001,0.6,13.2805,0.6,13.287001,0.6,13.367499,0.1,13.4,0.1,13.393499,0.1,13.367499,0.1,13.374,0.1,13.387,0.1,13.393499,0.1,13.393499,0.1,12.837001,0.1,12.0305,0.8,12.037001,0.8,12.856501,0.1,12.037001,0.8,12.8435,0.1,12.8435,0.1,12.0565,0.8,12.037001,0.8,12.074,0.4,12.152,0.4,12.1805,0.7,13.789,0.1,13.7955,0.1,13.3805,0.1,13.287001,0.6,13.274,0.6,13.4065,0.1,13.776,0.1,13.3805,0.1,13.75,0.1,13.7565,0.1,13.374,0.1,13.3805,0.1,13.393499,0.1,13.4065,0.1,12.811001,0.1,12.830501,0.1,12.694,0.1,12.824,0.1,12.7915,0.1,12.785001,0.1,13.488999,0.3,13.169499,0.6
2024-04-24 02:00:00+00:00,12.639,0.0,12.632501,0.0,12.6305,0.0,12.6195,0.0,12.6305,0.0,12.6045,0.0,12.591499,0.0,12.617499,0.0,12.5155,0.0,12.509001,0.0,12.587001,0.0,12.580501,0.0,12.613,0.0,12.363,0.0,12.324,0.0,12.363,0.0,12.298,0.0,12.285001,0.0,12.324,0.0,12.363,0.0,12.382501,0.0,12.617499,0.0,12.363,0.0,12.611,0.0,12.137,0.0,12.162999,0.0,11.8285,0.0,11.874,0.0,12.188999,0.0,11.893499,0.0,11.9065,0.0,11.6465,0.0,11.887,0.0,11.8805,0.0,11.887,0.0,11.1675,0.0,11.2,0.0,11.1935,0.0,11.1675,0.0,11.174,0.0,11.187,0.0,11.1935,0.0,11.1935,0.0,10.937,0.0,10.7805,0.0,10.787001,0.0,10.9565,0.0,10.787001,0.0,10.9435,0.0,10.9435,0.0,10.8065,0.0,10.787001,0.0,10.874,0.0,10.952,0.0,10.9305,0.0,10.738999,0.0,10.7455,0.0,11.1805,0.0,11.887,0.0,11.874,0.0,11.2065,0.0,10.726,0.0,11.1805,0.0,10.7,0.0,10.7065,0.0,11.174,0.0,11.1805,0.0,11.1935,0.0,11.2065,0.0,10.911,0.0,10.9305,0.0,10.794,0.0,10.924,0.0,10.8914995,0.0,10.885,0.0,12.589,0.0,12.6195,0.0
